ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
752,#قم_بدورك  واحمي الآخرين  #تطعيم_كورونا URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.501,2021-06-10 22:40:00+00:00,10/06/2021
753,لا والله ما صدقتوا في سبب كثرة #الطلاق و #الزواج المُبكر دعاء إليه الرسول الكريم  عليه افضل الصلاة وأتم التسليم فقال: يا معشر الشباب من إستطاع منكم الباءة فليتزوج  ومن لم يستطع فعلية بالصيام. والسبب الحقيقي في نظر كُل عاقل هو تغير الفطرة و #تمكين_المرأة على حِساب الرجل للأسف. URL,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-01-22 17:50:17+00:00,22/01/2022
755,هناك مقولة للدكتورة موزة غباش:      المرأة تمكنت حتى تمردت و ايضا قالت بسبب زيادة جرعة تمكين المرأة اصبحت متمردة على منظومة القيم.  و تطالب الدكتورة بأن نقوم بدراسة شاملة لنرى سلبيات مشروع تمكين المرأة و مدى الضرر الذي اصاب الاسرة بسبب غياب الركن الرئيسي فيها.  ولنا في غيرنا عبرة ,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,0.8848,2021-04-04 19:31:59+00:00,04/04/2021
756,الي يمسك تمكين المرأة لازم يكون فوق الأربعين متزوج وفاتح بيت عشان يفهم ويستوعب جميع الأبعاد شاب عاطل= دمار,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-03-23 20:24:19+00:00,23/03/2022
757,MENTION MENTION MENTION وانت من طفل إلى سنة سادس تأخذ تطعيمات وش اللي فرق عن تطعيم كورونا؟,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,0.8113,2021-07-11 10:15:14+00:00,11/07/2021
759,للاسف لايتعدى التحول الرقمي في مشاريعنا الجديدة شراء منتج رقمي   في حين أن التحول الرقمي يعني تحول في الاستراتيجية والعقلية والخدمات URL,Digital Transformation,None,0.5859,,,Not clear,No,1,Neutral,0.606,2020-03-11 04:09:07+00:00,11/03/2020
761,خطوات #التحول_الرقمي ملموسة في #الأمانة_العامة_للجان_الضريبية بتوفير خدمة التواصل المرئي لعقد جلسات النظر.  المستقبل التقني مشرق بإذن الله ✨  #رؤية_السعودية_2030 URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7258,2020-05-07 22:40:26+00:00,07/05/2020
762,أجبرت جائحة كورونا آلاف الطلبة الفلسطينيين في قطاع #غزة على تجربة #التعليم_الإلكتروني والتعليم عن بُعد.. فهل كانت تجربة ناجحة؟ وكيف تعامل بعض الطلاب الذين يعانون من مشاكل حتمية كانقطاع الكهرباء وضعف الإنترنت؟ وماذا عن آراء المعلمين في هذا التحوّل؟! URL,Digital Transformation,None,0.5974,,,Not clear,No,1,Neutral,0.6211,2020-06-02 21:29:17+00:00,02/06/2020
763,#مركز_الدفاع_الإلكتروني لمن يقولوا انه ضد الذباب الإلكتروني  هل نخاف من الذباب لكي ننشأ ضده مركز للدفاع؟ بهذا الفكر لا نرتقي   المركز مختص لأمن الشبكات و حمايتها  من الاختراق وهذا أهم لأننا نتجه الى التحول الرقمي,Digital Transformation,None,0.7416,,,Not clear,No,1,Neutral,1,2020-06-10 11:54:17+00:00,10/06/2020
765,لطالما كانت التكنولوجيا هي الحل و الأداة الأولى والأكثر أهمية لتحقيق وبناء اقتصاد رقمي حقيقي   #كورونا #جمعية_انتاج #التحول_الرقمي #COVID19 #DigitalTransformation #STS URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-05-24 17:56:28+00:00,24/05/2020
766,أزمة #كورونا أختصرت علينا سنوات طويلة من محاولات بائسة في التحول الالكتروني و التخلص من المعاملات الورقية ف عدة جهات سواء حكومية أو خاصة و أظن بأنه في المستقبل القريب ستعيد العديد من الجهات حساباتها حول التقنية ⬇️,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7228,2020-06-01 21:19:24+00:00,01/06/2020
767,  حنا من بدأ نظام ابشر عندنا بالسعودية وكل شي جالس يترتب ويتحول لمشروع رقمي   ومن عملوا معه لهم فضل كبير في مشروع التحول الرقمي,Digital Transformation,Favor,0.7625,,F_Explicit,,No,1,Negative,0.7546,2020-07-09 14:07:05+00:00,09/07/2020
768, تمكين المرأة وتفاعلها مع المجتمع خطوة مهمة وفي الاتجاه الصحيح,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,0.6242,2021-03-09 04:20:06+00:00,09/03/2021
769,للتو اخذت الجرعة الاولى من تطعيم فيروس كورونا المستجد.  فخور ان انتسب لهذا الوطن و لهذه الحكومة و لهذه القيادة التي تحرص على صحة و سلامة و امن و رخاء مواطنيها.  فخور كذالك بشابات و شباب هذا الوطن الذي يديرون هذه التجربة الجديدة بكل حرفية و اقتدار و بمنتهى التنظيم و الهدوء. URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.6418,2020-12-23 13:45:04+00:00,23/12/2020
770, قسم بالله شئ يقهر شباب من ضمنهم اخواني يبحثون عن وظائف وضاعت أعمارهم  وذولا تمكين المرأة وبربسه اخرتها تمكين المرأة  ب العمل بمحل سباكه ويعتبرونه انجاز عظيم ولا يهمهم ما يطرح من وظائف براتب وأسلوب  مهين للشباب,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2020-12-13 00:23:38+00:00,13/12/2020
771, هذا تمكن من المرأه مو تمكين المرأة ونجحوا  لان المغفله ترخص نفسها اذا اكرموها,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-05-08 13:52:25+00:00,08/05/2022
772,#الحمدلله من قبل ومن بعد تم تطعيم #الجرعه_الثالثه ونسأل #الله العافيه والسلامه  #نعم_للتطعيم 👍🏻 #كورونا URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-10-17 11:52:47+00:00,17/10/2021
773, في ظل التحول الرقمي المذهل اجزم بأن النشئ الجديد قادم بنهم ع التعلم الرقمي . فلا فرق بين الحضور الحسي الجسدي في المدرسة او الجامعة وبين الحضور بالتواصل التقني السريع,Digital Transformation,Favor,0.7412,,F_Explicit,,No,1,Negative,0.4252,2020-08-08 17:19:53+00:00,08/08/2020
774,اول مره اشوف ادارة تهتم في محاضرات تمكين المرآة اكثر من اهتمامها في النادي ومصلحة الفريق 😂💔 URL,Women empowerment,None,0.5583,,,Not clear,No,0.5949,Positive,0.5949,2022-05-17 16:38:01+00:00,17/05/2022
775,🔻من الخاص 📩   السلام عليكم    اسئل متابعينك تطعيم كورونا في مركز صحي الخالديه وش نوعه,Covid Vaccine,None,0.7326,,,Not clear,No,1,Neutral,1,2022-04-10 16:41:01+00:00,10/04/2022
776,🔻من الخاص 📩   فيه تطعيم كورونا بالاحساء ٢٤ ساعه حتى لو بفلوس جايه من الرياض ولا اعرف اذا فيه مراكز,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,1,2022-05-07 15:46:27+00:00,07/05/2022
777, ويش المشكلة دكتور؟ يحوشني فايروس كورونا أفضل من تطعيم تجريبي غير معتمد ولا يعرف تأثيراته المستقبلية ! صباحك سعيد,Covid Vaccine,Against,1,A_Explicit,,,No,1,Neutral,1,2021-03-26 07:30:23+00:00,26/03/2021
778,واخيراااااا #تطعيم_كورونا ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.5743,2021-08-29 12:45:32+00:00,29/08/2021
779,#اكثر_شي_يخيف_الرجال  تمكين المرأة👍👍 خايفين نرد لهم الصاع صاعين ونصفي الحسابات القديمة😜😜😜,Women empowerment,Favor,0.7498,,F_Explicit,,Yes,0.5168,Positive,0.5192,2021-01-22 13:20:26+00:00,22/01/2021
780,الحمد لله أخذت اليوم الجرعة الأولى من تطعيم لقاح كورونا كوفيد-19  في مركز صحي السميري بـ #ينبع وتلقيت رعاية كاملة تفوق الوصف من الجميع بدءاً بالإستقبال والتطعيم والوداع. شكراً لا تفي العاملين بهذا القطاع المميز. اللهم متعهم بالصحة والعافية وأجزهم عنا خيراً 🌹 #كورونا,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-08 19:50:53+00:00,08/03/2021
781,توفي ٣ مسنين ثبتت إصابتهم بكورونا  من النوع الجنوب أفريقي أو البرازيلي تم تطعيم اثنين منهم بجرعتين فايزر تقول دراسات ان اللقاح قد لايكون فعال جدا ضد المتحور الافريقي والبرازيلي 😗 المتوفين كانوا مصابين بأمراض أخرى كحال اكثر وفيات كورونا وقضت عليهم كورونا  ,Covid Vaccine,None,1,,,Not clear,No,1,Negative,1,2021-04-22 15:38:49+00:00,22/04/2021
782,"وما زالت بناتنا يبهروننا ويشرفوننا ويرفعون رؤوسنا في كل محفل ،، ومن قال اننا ضد او مع عدم تمكين المرأة بل مع ونؤيد بكل محبة عندما يخرج لنا امثالها وبمثل هذه المهن اللتي نحتاج لها وما اجملها عندما تقوم على سواعد شبابنا وشابتنا🇸🇦💚 ",Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-02-01 19:30:17+00:00,01/02/2021
783,ليش انتي ضد تطعيم كورونا ؟ — لأنه انسلق سلق والعلم لايعرف اضراره ع المدى البعيد لذلك ماراح اخذه الا لو أُجبرت على ذلك .  URL,Covid Vaccine,Against,1,A_Implicit,,,No,0.6259,Negative,0.6509,2020-12-25 21:14:04+00:00,25/12/2020
784,الاهتمام ب.... التوعية ضد.. العمل على تفعيل.. تمكين المرأة.. شعارات مستهلكة مملة لأي مرشح للانتخابات في هذا البلد المسفلس..,Women empowerment,Against,0.6557,A_Explicit,,,No,1,Negative,1,2022-04-28 19:25:44+00:00,28/04/2022
785,أصبح #تمكين_المرأة واقع نعيشه في وطننا وذلك برؤيتنا لكفاءات سعودية تشغل مناصب مهمة ومؤثرة   وبمناسبة #اليوم_العالمي_للمرأة نهنئ جميع نساء مجتنعنا بهذا التمكين ونتفاءل بمستقبل مشرق لهن 💐 ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-08 11:29:37+00:00,08/03/2021
786, تمكين المراه بانها تصير خدامه لمديرها وللناس وتترك عائلتها,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-04-20 09:17:40+00:00,20/04/2022
788,  حسب الفيديو انه بسبب تطعيم #Covid_19  كورونا او اسباب اخرى جاءت حالات التهاب الكبد وبعض الحالات تحفزت فيروسات الكبد وبعضهم يحتاج زراعة كبد .الله يستر,Covid Vaccine,Against,0.7654,A_Explicit,,,No,1,Negative,0.7741,2022-04-28 08:29:13+00:00,28/04/2022
789,بدري جداً الحديث عن مكتسبات هذه الأزمة  لكن مستوى إدارة الأزمات في #السعودية فاق التوقعات فعلاً  و كذلك سرعة التحول الإلكتروني و الدقة في إيجاد البدائل و كذلك تكيف الناس مع الطرق الجديدة.  نقاط فعلا جعلتني أتطلع إلى المستقبل بكل شوق  أسأل الله أن نخرج من هذا الوضع سريعاً. #كورونا,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-04-11 03:12:19+00:00,11/04/2020
790,كورونا اصبحت من الماضي بعد حرب اوكرانيا واتضح حتي للغبي مدى سخافه هذا الموضوع   الامر بات واضح ان الهدف من كل هذه الضجه هو التطعيم …. وبات واضح سياسات التشدد بالدول … وانتهت الكثير من الدول من عمل تطعيم … السخافه بالموضوع ان هناك من يعتقد الى الان ان التطعيم حمايه,Covid Vaccine,Against,0.6071,A_Explicit,,,No,1,Negative,1,2022-04-03 18:27:41+00:00,03/04/2022
791,"  أكثر دراسة نفسية نحتاجها هذه الفترة تأثير قرارات تمكين المرأة على نفسية السعودي .. تراني جادة ، للأسف علم النفس والاجتماع نايم عندنا رغم ثراء المواضيع",Women empowerment,None,0.6072,,,Not clear,No,1,Neutral,0.7413,2021-01-15 17:30:04+00:00,15/01/2021
792,السعودي تعود على عدم أحترام المرأة وأعطاه مسميات براقة مثل كثير من تصرفاته معها   يفرض عليها كل تفاصيل حياتها ويقول ( خايف عليها )  قرارات تمكين المرأة وتغير سلوكها في إدارة حياتها جعلت الذكر المدلل الذي عاش كل حياته مسيطر على المرأة يعتبر هذا التغير خطر ع الأمن الاجتماعي =٢,Women empowerment,Against,0.6115,A_Explicit,,,No,0.8154,Negative,0.7948,2022-04-13 09:35:10+00:00,13/04/2022
793,يُحمد لوزارة العدل استثمارها في البنية التحتية التقنية التي تسعى للتحول الرقمي الشمولي  وأظهرت أزمة #كورونا جاهزية الوزارة المسبق  فشكرا لكل المخلصين العاملين في دعم التحول التقني والإجرائي. URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-03-13 11:29:28+00:00,13/03/2020
794,    تطعيم كورونا   لعب بالجينات وسبب تلف في جهاز الحميه,Covid Vaccine,Against,1,A_Implicit,,,No,1,Negative,0.6366,2021-03-29 06:58:11+00:00,29/03/2021
795,بدور القاسمي تدعو إلى تمكين المرأة في قطاع النشر URL,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2022-05-09 18:02:10+00:00,09/05/2022
798,"وحدة من الحلول الضرورية في اعتقادي هي التحول الالكتروني. أصبح هالشي أساسي بعد ما كان ""ميزة إضافية"". وأتوقع انتشار التجارة الالكترونية بشكل أكبر في دولنا عن السابق ولو إن التشريعات والقوانين اللي تنظم هالمجال ما زالت قليلة",Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-06-22 19:56:43+00:00,22/06/2021
799, موضوع تمكين المرأة صار اوفر ... صار لازم نسوي مجلس حقوق الرجل ✌️,Women empowerment,Against,0.7655,A_Explicit,,,No,1,Negative,1,2022-05-14 21:25:19+00:00,14/05/2022
800,تمكين المرأة اقتصادياً بشكل حقيقي هو الحل لنصف مشاكل المجتمع. ,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-02-22 17:50:52+00:00,22/02/2021
801, مزيد من تمكين المرأة وحقوق النساء الغير سويه لتدمير الاسره,Women empowerment,Against,1,A_Explicit,,,No,0.8324,Negative,0.7231,2021-01-22 15:42:41+00:00,22/01/2021
802,  قمة الوساخة وانحطاط المجتمعات تبدأ من تمكين المرأة من كل شئ وادعاءات المظلومية الدائمة لتبرير وتمرير قوانين تهدم البيوت والعائلات  والخروج على القرآن والشريعة وصل بحال المجتمع العائلي للبلاوي اللي بنشوفها كل يوم وعدم رضاء ا,Women empowerment,Against,0.7572,A_Explicit,,,No,1,Negative,1,2022-04-13 10:12:06+00:00,13/04/2022
804,و طعمنا عموري الحمدلله الجرعه الثانيه الله يجعل فيها الشفاء و العافيه و المناعه الكامله ان شاءالله  ماشاءالله اليوم المطار زحممه اغلب المتطعمين من فئة المراهقين ماشاءالله كويس ان شاءالله يرجعوا مدارسهم بصحه و عافيه  #تطعيم_كورونا #كورونا ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-08-01 19:26:17+00:00,01/08/2021
805,#تطعيم_كورونا  اليوم بمشيئة الله بأخذ اللقاح دعواتكم ياأحلى متابعين 💙🤍🌹 ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-21 23:43:08+00:00,21/04/2021
806,#التعداد_الإلكتروني_2020 أثبت هذا العمل الوطني المميز بانه لا يوجد اي عذر لأي جهة حكومية او خاصة في التحول الى النظام الالكتروني بالكامل.. نجاح  رؤية #عمان_2040 يعتمد على ذلك.. URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-12-16 03:15:41+00:00,16/12/2020
807,الحمدلله تم تطعيم الجرعة الثانية من لقاح #فايزر  اليوم الله يجعلها خير وقاية وبرداً وسلاماً ونافعاً  غير ضار URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-08-17 14:11:06+00:00,17/08/2021
808,#لا_للتطعيم_الاجباري35   السعوديه قبل اسبوع نزلت قرار  عدم دخول اي مجمع  من غير تطعيم   القرار يبدأ بتاريخ ١ أغسطس  اليوم #مجلس_الوزارء الكويتي عمل رتويت للسعوديه  منو اللي يدير  #كورونا  منو المستفيد,Covid Vaccine,Against,1,A_Explicit,,,No,1,Neutral,0.6981,2021-06-17 17:00:22+00:00,17/06/2021
809,دافع عن  حملة تطعيم #كورونا   وتاخذ  ترخيص #مستشفي,Covid Vaccine,None,0.4121,,,Not clear,Yes,0.6393,Positive,0.5494,2021-12-08 23:39:21+00:00,08/12/2021
810,    واحده من الضروريات تغيير العمله و التحول للنظام الرقمي في التعاملات البيع والشراء الإلكتروني  يقلل التزوير   يقلل الحاجه الى طباعه العمله يوفر سيوله نقديه في البنوك يوفر رقابه على تجارة العمله و غسيل الاموال,Digital Transformation,Favor,0.7313,,F_Explicit,,No,1,Positive,0.443,2020-08-08 11:21:56+00:00,08/08/2020
811, لماذا نثق في تطعيم أطفالنا بشتى اللقاحات التي تعتمدها وزارة الصحه ولا نثق بتقديمهم لقاح كورونا فكروا شوي 🤔,Covid Vaccine,Favor,1,,F_Implicit,,No,1,Neutral,1,2021-04-19 17:00:51+00:00,19/04/2021
812,"الشيخ #خليفة_بن_زايد""رحمه الله"".. راعي مسيرة تمكين #المجلس_الوطني_الاتحادي  وتعزيز نهج الشورى ومشاركة المواطنين في صنع القرار؛ عبر سلسلة من المنجزات الوطنية المضيئة لسموّه أبرزها  رفع نسبة تمثيل المرأة في المجلس إلى 50% وزيادة أعداد الهيئات الانتخابية   #خليفة_بن_زايد_في_ذمة_الله URL",Women empowerment,Favor,0.7282,,F_Explicit,,No,1,Positive,0.7686,2022-05-18 18:06:58+00:00,18/05/2022
813,تمكين المرأة ساعد بشكل كبير في انخفاض البطالة,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2022-03-30 09:39:58+00:00,30/03/2022
814,✴️تمكين المرأة اليوم: ١-تمكين الوصول إلى واستغلال وامتهان وتسليع جسدها ٢-تمكين الوصول إلى مالها (طمع) ٣-تمكين استغلال جهدها الجسدي والعقلي (استعباد) ٤-تمكين عزلها عن تكوين وإدارة وتربية أسرة ٥-تمكين الانفراد بها فكرياً ٦-تمكين تمردها وضلالها ٧-تمكين الشياطين والدجال منها,Women empowerment,Against,0.7647,A_Explicit,,,No,1,Negative,1,2022-01-17 06:53:29+00:00,17/01/2022
815,لا نقبل تطعيم ضد كورونا مالم  يطعم به الرؤساء الثلاثة في العراق امام الرأي العام وعلى شاشات التلفزة.  مثلما فعل الرؤساء والقادة في العالم  وليس يأخذون لقاحاً خاصاً بهم مثلما جرى قبل ايام   ويعملون بآخر للناس !؟,Covid Vaccine,Against,1,A_Explicit,,,No,0.7154,Negative,0.5827,2021-02-27 06:18:14+00:00,27/02/2021
816, فعلاً.  التحول الالكتروني في الملفات الطبية أثبت جدارته وزادت الجودة كثيراً,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7454,2020-02-10 22:55:18+00:00,10/02/2020
817,  مشش سعيده ابدا بالفرض اللي تتكلمون  عليه  تحقنون بنتي بماده تم رفضها من الربيعه ذات نفسه  تطعيم كورونا ثلاث جرعات اجباريه  والان الورم اللوحيمي بدون علمي لا انا ولا ابوهاا وتقولون حقوق طفل وش حقوقه وانتم تطعمونه بدون علم ولي امره و,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,1,2022-05-12 19:41:35+00:00,12/05/2022
818,وضع الصحوي و هو كل مرة يشوف قرارت الحكومة في تمكين المرأة و الفنون URL,Women empowerment,None,1,,,Not clear,No,1,Neutral,1,2022-05-16 17:24:53+00:00,16/05/2022
819,  مافى مقارنه بين الدول الخليج واوروبا وامريكا حسب راى الاطباء والعلماء .  يختلف نوع الفايروس والانتشار للعلم .  لذلك الحظر بالكويت غير نافع الحل باسرع تطعيم المجتمع للوصول لمناعه مجتمعيه .  كورونا راح يكون فايروس موسمى نفس انفلونزا,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,1,2021-03-21 12:52:37+00:00,21/03/2021
820,#نعم_للتطعيم  باذن الله تطعيم سليم وباذن الله ازمه كورونا بوادر  الانتهاء بظل وجود علاج ..  طعموا ... لاجل اهلكم ووطنكم ولوصول مناعه مجتمعيه وعوده لحياه الطبيعه .. شكرا دكتور الله يجزك خير  MENTION URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-06-09 06:10:30+00:00,09/06/2021
821,#نعم_للتطعيم  صح دكتور شكرا لكم ولجنه كورونا بتشديد الاجراءات وتطبيق الاجراءات الصحيه  وتشجيع وتحفيز للتطعيم لوصول مناعه مجتمعيه لخروج من ازمه كورونا .  لابد تعايش مع المرض وزياده وتيره تطعيم . URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-06-27 14:16:26+00:00,27/06/2021
822,MENTION طيب انتي من يوم وانتي صغيره وانتي تطعمين ! وقفت على كوفيد . ولا تقولين ماعندك سجل تطعيم كان محد قبلك وسجلوك بالمدرسة! اولا واخيراً تطعيمك يفيدك انت ويفيد المجتمع عشان نخلص من كورونا بسرعه,Covid Vaccine,Favor,1,,F_Explicit,,No,0.6259,Positive,0.6509,2021-08-02 07:56:39+00:00,02/08/2021
823,  طبيعي الاعراض اي تطعيم ناخذه لازم وراه اعراض ليش مكبرين الموضوع وعادي تموتون من كورونا لكن ماتاخذون اللقاح 🤡,Covid Vaccine,Favor,1,,F_Implicit,,No,0.5473,Neutral,0.5473,2021-03-18 21:09:42+00:00,18/03/2021
824,"بفضل قيادتنا الحكيمة ، تعيش المرأة مرحلة تمكين غير مسبوقة .. #اليوم_العالمي_للمرأة  #الإعلام_التربوي_بتعليم_النهضة ",Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-09 20:49:52+00:00,09/03/2021
825, د. ماجد   الف مبروك و انعم و اكرم بك و بها . بالحقيقة في مكانها هذا و تصرفها هذا هي بنت الشعب السعودي باجمعه و بجميع اطيافه . يا اخي هذه الكوكبه من الشباب اعادوا توجيه الدفه للاتجاه الصحيح و اظهروا بالفعل ماذا تعني رؤية ٢٠٣٠ و ماذا يعني تمكين,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2022-05-17 09:20:54+00:00,17/05/2022
826, ده جزء من حملة رسمية للحد من النسل بالكذب على الذقون..الطلاق سببه القوانين الفاسدة والحملات الإعلامية  الفاجرة التي تتكلم عن تمكين المرأة والظلم الواقع عليها..وعيشي حياتك,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2022-04-11 02:14:22+00:00,11/04/2022
827, بارك الله بك د•لمياء أنت فخر المرأة المسلمه تؤيدين تمكين المرأه التي خصه الله بها من فوق السبع سماوات وقد رفع شأنها وأعزها سبحانه وتعالى وأنت منهم د. نفع الله بك وجعل طيب عملك في ميزان حسناتك ...,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-02-25 08:09:50+00:00,25/02/2021
828,مجتمعنا محتاج أن يتصالح مع تمكين المرأة و أن لا يرى في ذلك عيباً فيه ولا خدشاً لرجولته  وإن القضية ليست تصادما معه  إنما عدل و مساواة و أمن و سلام.🕊️ فهي أتتْ للحياة كما أتيت لها حقوق مثلك  و حقوقها لا تنتقص من قدرك شيء.👫 URL,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2022-01-11 21:10:46+00:00,11/01/2022
829,مع التحول الرقمي في معظم المجالات في مؤسسات الدولة و القطاع الخاص تصبح الحاجة ملحه لحماية كل هذه الأنظمة من عبث العابثين من خلال الهجمات الإلكترونية و التي تفوق أضرارها الهجوم التقليدي.    #مركز_الدفاع_الالكتروني URL,Digital Transformation,None,0.7428,,,Not clear,No,1,Positive,0.6051,2020-06-10 11:55:04+00:00,10/06/2020
830,#التحول_الرقمي الرقمي المتحضر الذي تشهده دولتنا كان خير مساعد لتطبيق خطة الوقاية من #فيروس_كورونا بدون تاثير يذكر على سير الأعمال اليومية من تعليم وخدمات ...إلخ   ومنصات التعليم الإلكتروني خير مثال على ذلك.  فالحمد لله على نعمة السعودية🇸🇦❤️,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-03-18 09:16:27+00:00,18/03/2020
832,من باب التحول الرقمي  ودي احول رقمي من stc ل zain,Digital Transformation,Favor,1,,F_Explicit,,No,1,Neutral,0.5853,2019-01-01 06:22:09+00:00,01/01/2019
834,لحد يقول مافي تمكين المرأة في دولتي هاذي قائده الجيوش بنت URL,Women empowerment,Favor,0.7637,,F_Explicit,,No,1,Neutral,0.4327,2022-04-22 18:47:07+00:00,22/04/2022
835,#الجامعه_الاردنيه إفتتاح المؤتمر الدولي السادس في النشر الالكتروني...  بعنوان التحول الرقمي في ثقافة #البحث_العلمي,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.5933,2021-11-24 07:38:02+00:00,24/11/2021
836,#تطعيم_كورونا .. احد الحلول للسيطرة على الوباء .. حل آمن وفعال .. بادر بالتسجيل  ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.5959,2021-03-05 13:13:09+00:00,05/03/2021
838,أقترح على وزارة الصحة أن تجعل تطعيم #لقاح_كورونا لمن قدم عليه طواعية في اليد لمدة ٣ أشهر ... من لم يسجل بعدها لأخذ اللقاح أقترح أن يأخذه عن طريق الورك ..  ردعاً له ولأمثاله 💉😅 #كورونا,Covid Vaccine,Favor,0.7652,,F_Explicit,,Yes,1,Neutral,0.6259,2020-12-17 20:21:04+00:00,17/12/2020
840,  تمكين المرأه في المراح .,Women empowerment,Against,0.3837,A_Explicit,,,No,0.7341,Neutral,1,2022-05-08 14:04:02+00:00,08/05/2022
842, صح الذي حاشته كورونا عنده مناعه ممكن الى سنه او سنتين! لكن ما في مانع ياخذ جرعة تطعيم تقوية! ومنها يستفيد من مميزات التطعيم!,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,0.7559,2021-02-28 03:34:30+00:00,28/02/2021
843,"كثير يسألني متى تنتهي أزمة #كورونا في #الكويت ؟ بظهور التطعيمات في ديسمبر 2020 انتهت الازمة! وكل دولة تستطيع العودة الى الحياة الطبيعية الجديدة بعد تطعيم غالبية سكانها، وكلما صغرت الدولة وقل عدد سكانها سهلت المهمة! فاذا سمعتم عن وصول شحنة بالملايين من التطعيمات فاعلم انها انتهت!",Covid Vaccine,None,1,,,Not clear,No,1,Positive,1,2021-04-16 15:04:13+00:00,16/04/2021
844,"دراسة نشرت في مجلة NEJM الامريكية. تمت على 35 691 إمراة حامل تلقوا تطعيم #كورونا #فايزر و #موديرنا ولم تظهر مشاكل متعلقة بالسلامة في البحث. فالحامل أو من تنوي الحمل تتوكل على الله وتطعم! وهذا سيؤدي الى تغيير التعليمات العالمية قريبا، ومنها #الكويت! ",Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,1,2021-04-24 21:21:08+00:00,24/04/2021
845,"الحمدلله تعدينا المليار ! وهذا مع وجود شح عالمي في تطعيم #كورونا  وهذا يدل على وعي الناس وإيمانهم بالعلم وثبات أمان وفعالية التطعيم عالمياً! وفائدة التطعيمات أكثر بكثير من أي أضرار محتملة، ونادرة جداً. مع كل تطعيمه نحن أقرب الى الحياة الطبيعية الجديدة. #طعم_وانت_مبتسم  #انتصرنا ",Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-04-24 22:58:45+00:00,24/04/2021
847,الحمدلله على نعمة تطعيم #كورونا فعلا نعمة تستحق الشكر #كندا اصبحت من الدول ذات النسبة العالية في تطعيم #الجرعة_الاولى شبه فاتحه بالكامل واوقفت قوانين الكمام والتباعد الجسدي. وقريبا تفتح السفر للسياح في شهر سبتمبر! والشعب الكندي ما ندم على التطعيم! واعتذر لكم مقدما عن آخر المقطع! URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-08-16 16:37:44+00:00,16/08/2021
